16f8029774540d8f6d37b3f4f26ba52f,1,Franchise North 1 Region,Franchise,584,McDonald's Talavera
83cd937b3edb60587781b8b93f764f6a,1,Franchise North 1 Region,Franchise,269,McDonald'sCitimall Tuguegarao
6ba942a67fb2e44d9c20d0a71fe14b1e,1,Franchise North 1 Region,Franchise,540,McDonald's Tanza Tuguegarao
c8efcb26ca9b70a8ca5c14ef26196f86,1,Franchise North 1 Region,Franchise,429,McDonald's Ilagan
7e059a235afb4a7f8bc35ffd3ae89fa0,1,Franchise North 1 Region,Franchise,587,SF DOLORES JBL
f1b164cb8a2f000c8a538b0d21ccef4e,1,Franchise North 1 Region,Franchise,329,OG ROAD
484dd47aa766f258ef0018bc444db5f7,1,Franchise North 1 Region,Franchise,786,GUAGUA
42cd9146ebcb9f8c3f55db648a3a084f,1,Franchise North 1 Region,Franchise,740,TELABASTAGAN
bf10de8ea9d3e578d79f12e69ac0b875,1,Franchise North 1 Region,Franchise,725,APALIT
08ef2e618ad13b239cf8751b4cf65e85,1,Franchise North 1 Region,Franchise,817,STA ANA PAMPANGA
911ce15ee1ba0b15628e063c63cf2de4,1,Franchise North 1 Region,Franchise,863,San Antonio 
de862fb4eb5872daf642ffbfad7056bb,1,Franchise North 1 Region,Franchise,117,SOUTH VALENZUELA
b90ea6896b1c09a9a51a34fb97e23b50,1,Franchise North 1 Region,Franchise,288,SM MARILAO
30939810ab6844b4a593b5d7f8e34d63,1,Franchise North 1 Region,Franchise,240,PETRON NORTH
dc9887cbaab16628b122d245b5871dd3,1,Franchise North 1 Region,Franchise,446,SUPIMA
789c34e76d0a213153df97f8584b9f52,1,Franchise North 1 Region,Franchise,474,HOMEWORKS
3a98388f3d13d22151492579f2d83cfa,1,Franchise North 1 Region,Franchise,793,MARILAO TRES PICOS
2b30dc72b727fea651897f640ca67e01,1,Franchise North 1 Region,Franchise,862,MALANDAY
1a867cc91ea0623266c758184d57d62f,1,Franchise North 1 Region,Franchise,377,C5 METROPOLI
d363c8f8a86172b8f27678d4e82eab24,1,Franchise North 1 Region,Franchise,531,PUREGOLD FTI
b66ff4f59061466043a881b36df6979f,1,Franchise North 1 Region,Franchise,444,PUREGOLD TUKTUKAN TAGUIG
28ff08abe01274474c0acc9023f30dbc,1,Franchise North 1 Region,Franchise,762,Cayetano Boulevard
1a00e755c4dc23282337cf341b8a7e37,1,Franchise North 1 Region,Franchise,567,Pinagsama Taguig
00f6c31ec8502208558a2dd027103933,1,Franchise North 1 Region,Franchise,484,SM AURA
680f9666faef9d8c7ea811c1f7a37f37,1,Franchise North 1 Region,Franchise,493,Nova Bayan
9f985745bd70a0a2e78ad809b90f6d00,1,Franchise North 1 Region,Franchise,555,MABALACAT
14b5b086fea25b0cd4fbeababe3cd8fe,1,Franchise North 1 Region,Franchise,601,Km42 nlex petron
3a556e17000a1c002bf6c9a41a1bc6b0,1,Franchise North 1 Region,Franchise,349,PETRON LAKESHORE
2ab060f7940b3b6f63b40458d6797212,1,Franchise North 1 Region,Franchise,461,PERDICES
05128bfc1528494cf08e2dc024947caa,1,Franchise North 1 Region,Franchise,270,Tacloban Rizal
444ae5b18ed3c477242dfbb60e5ff770,1,Franchise North 1 Region,Franchise,592,McDonald's Real
1c5176a226b5ad8f804f625b7c83ae71,1,Franchise North 1 Region,Franchise,664,MvDonald's Palo
95c888177b04cc582f4f71306f12d987,1,Franchise North 1 Region,Franchise,680,McDonald's Abucay
401e05a7946832b33e43085ef3c95396,1,Franchise North 1 Region,Franchise,800,McDonalds Caibaan
c08e09894ed987164e53cdde449f1903,1,Franchise North 1 Region,Franchise,774,CADIZ
191e8d889a0cb9ae1e423caec6df7149,1,Franchise North 1 Region,Franchise,688,SAN CARLOS
789898adf6a261cc8f0b2e31d31e4250,1,Franchise North 1 Region,Franchise,713,KABANKALAN
cbfa1dbb3a4bf8458add7d6b1c257484,1,Franchise North 1 Region,Franchise,693,CALBAYOG
53a7d6f53ade9a7f00aeef63d38428ef,1,Franchise North 1 Region,Franchise,828,CATARMAN
266ef09f37f0a688c44c247b453fbf9f,1,Franchise North 1 Region,Franchise,874,BORONGAN
092f2262b6a269d62ab44bc6e3a26b7c,1,Franchise North 1 Region,Franchise,746,PRIMARK AURORA 
bf9bdfd754cf30366c488d5dc7b14c1b,1,Franchise North 1 Region,Franchise,731,PRIMARK PLARIDEL 
97fc0279c18f86e1b669634d5f9e5b7c,1,Franchise North 1 Region,Franchise,698,PRIMARK DEPARO 
8f4ac0c9740c2164ce4412b62d32a489,1,Franchise North 1 Region,Franchise,679,PRIMARK CAMARIN 
cf5a0d9e91dd5c6715cf9da38d490938,1,Franchise North 1 Region,Franchise,714,HOLIDAY ISLAND MALL
bed81feba54cc1b9ea0433beb1f5a982,1,Franchise North 1 Region,Franchise,749,PRIMARK ROSARIO CAVITE 
9098d3e0b5ec8fc49b9eabf9dfa56fb6,1,Franchise North 1 Region,Franchise,749,PRIMARK ROSARIO CAVITE 
8dfd21dbda0d55cef4e67ffcd2673d44,1,Franchise North 1 Region,Franchise,738,PRIMARK CORDON 
d789773bf41c99dd03d7e76c8fb2edb3,1,Franchise North 1 Region,Franchise,649,PRIMARK CAUAYAN
fc50eddeaab631f8ffba83d7c0f291f8,1,Franchise North 1 Region,Franchise,668,PRIMARK ECHAGUE
e4d7a469197656c1ec7881e59966d8b7,1,Franchise North 1 Region,Franchise,657,PRIMARK BAMBANG
c679cde3a4bd2257da50d3a46faeadbd,1,Franchise North 1 Region,Franchise,676,PRIMARK GUIMBA 
2add0a90bb6344db41114afaa5bbfb32,1,Franchise North 1 Region,Franchise,736,PRIMARK MACABEBE 
e9ad492be4686197fb48fb089dff0fb2,1,Franchise North 1 Region,Franchise,769,PRIMARK TAYABAS 
d0282bc7cf291be8183440251bdcda39,1,Franchise North 1 Region,Franchise,687,PRIMARK ATHERTON
fb6e6c024bb1f8e4cc15f14ea73dbc1a,1,Franchise North 1 Region,Franchise,674,PRIMARK TERESA 
f4c9cc6bcaba1906e29d2f656b034b0e,1,Franchise North 1 Region,Franchise,792,PRIMARK KASIGLAHAN 
ec042df6b1321277506815c6f8f6990d,1,Franchise North 1 Region,Franchise,642,PRIMARK SORSOGON 
